booking_date,booking_date_month,client_code,service_code,service_desc,staff,price,canceled_yes_no
5/26/2018,May,LANI01,SHCW,Women's hair cut,JJ,82,0
5/26/2018,May,MAUA01,SHCW,Women's hair cut,JJ,82,0
5/26/2018,May,HENI01,SHCW,Women's hair cut,JJ,102,0
5/26/2018,May,FLAC01,CHLFH,Highlights full,JOANNE,170,0
5/26/2018,May,HENI01,CBAL,Balayage,JOANNE,180,0
5/29/2018,May,HILD01,SMARTBOND,Smart Bond,JOANNE,5,0
5/29/2018,May,LEB01,SMARTBOND,Smart Bond,KELLY,25,0
5/29/2018,May,STEL02,SHCM,Men's hair cut,BECKY,30,0
5/29/2018,May,BUFJ01,SHCM,Men's hair cut,BECKY,30,0
5/29/2018,May,ANDM01,SHCM,Men's hair cut,BECKY,30,0
5/29/2018,May,VANJ01,SHCC,Children (under 12),BECKY,30,0
5/29/2018,May,MULN01,SBD,Blowdry,JJ,32,0
5/29/2018,May,BUFW01,SHCM,Men's hair cut,SINEAD,35,0
5/29/2018,May,LAWJ01,SHCM,Men's hair cut,SINEAD,35,0
5/29/2018,May,STEM02,SHCM,Men's hair cut,JJ,40,0
5/29/2018,May,ZUKS01,SHCM,Men's hair cut,BECKY,41.15,1
5/29/2018,May,LEB01,SHCW,Women's hair cut,KELLY,45,0
5/29/2018,May,STEJ01,CT,Color toner,KELLY,45,0
5/29/2018,May,SCHJ01,CCAMO,Men's camo color,JJ,45,0
5/29/2018,May,NELT01,SBD,Blowdry,SINEAD,45.11,1
5/29/2018,May,HILD01,SBD,Blowdry,BECKY,45.26,1
5/29/2018,May,WALC01,SBD,Blowdry,BECKY,45.26,1
5/29/2018,May,SCHJ01,SHCM,Men's hair cut,JJ,49.48,1
5/29/2018,May,ZUKS01,SHCM,Men's hair cut,BECKY,50,0
5/29/2018,May,STEJ01,SHCW,Women's hair cut,KELLY,55,0
5/29/2018,May,THOA01,SHCW,Women's hair cut,KELLY,55,0
5/29/2018,May,OWED01,SHCM,Men's hair cut,SINEAD,55,0
5/29/2018,May,JOHD01,SHCM,Men's hair cut,SINEAD,55,0
5/29/2018,May,AYKS01,SHCW,Women's hair cut,KELLY,65,0
5/29/2018,May,WALC01,CFC,Color full color,JOANNE,65,0
5/29/2018,May,STEJ01,CFC,Color full color,KELLY,65,0
5/29/2018,May,DAWP01,SHCW,Women's hair cut,SINEAD,70,0
5/29/2018,May,DODK01,SHCW,Women's hair cut,SINEAD,70,0
5/29/2018,May,KEN*01,SHCW,Women's hair cut,SINEAD,74.67,1
5/29/2018,May,KEIS01,SHCW,Women's hair cut,BECKY,80,0
5/29/2018,May,ROWD01,SHCW,Women's hair cut,BECKY,80,0
5/29/2018,May,DHAL01,SHCW,Women's hair cut,JJ,82,0
5/29/2018,May,KEN*01,SHCW,Women's hair cut,SINEAD,90,0
5/29/2018,May,PUGS01,SHCW,Women's hair cut,JJ,92,0
5/29/2018,May,WEIA01,SHCW,Women's hair cut,JJ,102,0
5/29/2018,May,PUGS01,CALC,Accent lights and color,JOANNE,130,0
5/29/2018,May,AYKS01,CHLPL,Highlights partial,JOANNE,135,0
5/29/2018,May,HILD01,CHLPHC,Partial highlights and color,JOANNE,180,0
5/29/2018,May,KEN*01,CBAL,Balayage,JOANNE,192.5,1
5/30/2018,May,FREJ01,SHCM,Men's hair cut,BECKY,30,0
5/30/2018,May,MORD01,SHCM,Men's hair cut,KELLY,35,0
5/30/2018,May,HOUC01,SHCW,Women's hair cut,KELLY,45,0
5/30/2018,May,POTR01,SHCM,Men's hair cut,JJ,49.48,1
5/30/2018,May,KUKK01,SBD,Blowdry,SINEAD,50,0
5/30/2018,May,SPRK01,SBD,Blowdry,BECKY,50,0
5/30/2018,May,DACJ01,SBD,Blowdry,SINEAD,50,0
5/30/2018,May,NELT01,SBD,Blowdry,SINEAD,50,0
5/30/2018,May,BREM01,SHCM,Men's hair cut,SINEAD,55,0
5/30/2018,May,GALB01,SHCM,Men's hair cut,JJ,60,0
5/30/2018,May,SLEA01,SHCM,Men's hair cut,JJ,60,0
5/30/2018,May,MAEJ01,CTU,Color touch up,JOANNE,60,0
5/30/2018,May,CHUH01,SHCW,Women's hair cut,SINEAD,70,0
5/30/2018,May,MOIB01,SHCW,Women's hair cut,SINEAD,74.67,1
5/30/2018,May,MOHR01,SHCW,Women's hair cut,KELLY,75,0
5/30/2018,May,DEK01,SHCW,Women's hair cut,JJ,82,0
5/30/2018,May,BALJ01,SHCW,Women's hair cut,SINEAD,90,0
5/30/2018,May,BOSJ01,SHCW,Women's hair cut,SINEAD,90,0
5/30/2018,May,JOHJ01,SHCW,Women's hair cut,SINEAD,90,0
5/30/2018,May,MAEJ01,SHCW,Women's hair cut,JJ,92,0
5/30/2018,May,ESKR01,SHCW,Women's hair cut,JJ,102,0
5/30/2018,May,SPRK01,CHLPHC,Partial highlights and color,JOANNE,180,0
5/30/2018,May,BROS01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0
5/30/2018,May,BOYL01,CON,Consultation,SINEAD,8.33,1
5/31/2018,May,COWS01,TRE 1,Treatments 1,JOANNE,5,0
5/31/2018,May,OGRS01,SMARTBOND,Smart Bond,JOANNE,25,0
5/31/2018,May,PAUB01,SMARTBOND,Smart Bond,KELLY,30,0
5/31/2018,May,STEK01,SBD,Blowdry,BECKY,30,0
5/31/2018,May,MACK01,SHCM,Men's hair cut,SINEAD,35,0
5/31/2018,May,STED01,SBD,Blowdry,KELLY,35,0
5/31/2018,May,HAMN01,SBD,Blowdry,BECKY,40,0
5/31/2018,May,JOHD01,SHCM,Men's hair cut,SINEAD,41.41,1
5/31/2018,May,PAUB01,CT,Color toner,KELLY,45,0
5/31/2018,May,HOLL01,SBD,Blowdry,SINEAD,45.11,1
5/31/2018,May,HILD01,SBD,Blowdry,KELLY,45.64,1
5/31/2018,May,DOWR01,SBD,Blowdry,KELLY,45.64,1
5/31/2018,May,REIM01,SHCM,Men's hair cut,BECKY,50,0
5/31/2018,May,HOLL01,SBD,Blowdry,SINEAD,50,0
5/31/2018,May,CHUJ01,SBD,Blowdry,SINEAD,50,0
5/31/2018,May,ELSM01,SBD,Blowdry,BECKY,50,0
5/31/2018,May,DOWR01,SBD,Blowdry,JJ,52,0
5/31/2018,May,LEEJ01,SHCW,Women's hair cut,KELLY,55,0
5/31/2018,May,IRWE01,SHCM,Men's hair cut,SINEAD,55,0
5/31/2018,May,LYNG01,SHCM,Men's hair cut,JJ,60,0
5/31/2018,May,WAIS01,SHCW,Women's hair cut,SINEAD,70,0
5/31/2018,May,IRWE01,CTU,Color touch up,JOANNE,70,0
5/31/2018,May,HOLG01,SHCW,Women's hair cut,KELLY,75,0
5/31/2018,May,HAMN01,CFC,Color full color,JOANNE,75,0
5/31/2018,May,CORS02,SHCW,Women's hair cut,BECKY,80,0
5/31/2018,May,PER*01,SHCW,Women's hair cut,JJ,82,0
5/31/2018,May,SMIC01,SHCW,Women's hair cut,SINEAD,90,0
5/31/2018,May,YOUS01,SHCW,Women's hair cut,SINEAD,90,0
5/31/2018,May,WILS01,SHCW,Women's hair cut,JJ,102,0
5/31/2018,May,LEVL01,SHCW,Women's hair cut,JJ,102,0
5/31/2018,May,GELK01,SHCW,Women's hair cut,JJ,102,0
5/31/2018,May,MCGA01,SHCW,Women's hair cut,JJ,102,0
5/31/2018,May,YOUS01,CALC,Accent lights and color,JOANNE,140,0
5/31/2018,May,OGRS01,CDPB,double process blonde,JOANNE,150,0
5/31/2018,May,PAUB01,CBAL,Balayage,KELLY,150,0
5/31/2018,May,PAUB01,CBAL,Balayage,KELLY,155.56,1
5/31/2018,May,HILD01,CHLPHC,Partial highlights and color,JOANNE,158.18,1
5/31/2018,May,HOLL01,CHLPHC,Partial highlights and color,JOANNE,158.18,1
5/31/2018,May,COWS01,CBAL,Balayage,JOANNE,200,0
5/31/2018,May,BISD01,CON,Consultation,SINEAD,8.33,1
5/31/2018,May,ERWS01,CON,Consultation,JJ,0,1
5/31/2018,May,MANL01,CON,Consultation,SINEAD,8.33,1
6/1/2018,June,NADS01,SHCW,Women's hair cut,JJ,42,0
6/1/2018,June,STEB01,SHCM,Men's hair cut,BECKY,50,0
6/1/2018,June,NICP01,SHCM,Men's hair cut,BECKY,50,0
6/1/2018,June,SIRM01,SBD,Blowdry,BECKY,50,0
6/1/2018,June,NADS01,SBD,Blowdry,KELLY,50,0
6/1/2018,June,FZUA01,SHCW,Women's hair cut,BECKY,60,0
6/1/2018,June,PAIK01,SHCW,Women's hair cut,BECKY,60,0
6/1/2018,June,MCLI01,SHCM,Men's hair cut,JJ,60,0
6/1/2018,June,SCHP01,SHCW,Women's hair cut,BECKY,70,0
6/1/2018,June,MUMK01,CTU,Color touch up,JOANNE,70,0
6/1/2018,June,MUMK01,SHCW,Women's hair cut,JJ,75,0
6/1/2018,June,NADS01,CFC,Color full color,JOANNE,75,0
6/1/2018,June,GOUE01,SHCW,Women's hair cut,BECKY,80,0
6/1/2018,June,GOSD01,SHCW,Women's hair cut,JJ,82,0
6/1/2018,June,KINN01,SHCW,Women's hair cut,JJ,88.44,1
6/1/2018,June,JARM01,SHCW,Women's hair cut,JJ,102,0
6/1/2018,June,PUGS01,SDUD,Dry updo,JJ,102,0
6/1/2018,June,SCHP01,CALC,Accent lights and color,JOANNE,110,0
6/1/2018,June,DONB01,SMO,Smoothing treatment,BECKY,270,1
6/1/2018,June,CYRA01,CON,Consultation,BECKY,0,1
6/2/2018,June,IRWE01,CON,Consultation,JOANNE,0,1
6/2/2018,June,MAEJ01,CFC,Color full color,BECKY,0,1
6/2/2018,June,METJ01,TRE 1,Treatments 1,BECKY,20,0
6/2/2018,June,RODP01,TRE 1,Treatments 1,SINEAD,20,0
6/2/2018,June,PEDM02,SHCM,Men's hair cut,BECKY,30,0
6/2/2018,June,ABLD01,SHCM,Men's hair cut,BECKY,30,0
6/2/2018,June,FERK01,SBD,Blowdry,JJ,32,0
6/2/2018,June,BURK01,SBD,Blowdry,KELLY,35,0
6/2/2018,June,PURD01,SHCM,Men's hair cut,JJ,40,0
6/2/2018,June,JAYM01,CT,Color toner,KELLY,43,1
6/2/2018,June,VARL01,CTU,Color touch up,KELLY,45,0
6/2/2018,June,SKUD01,SBD,Blowdry,BECKY,50,0
6/2/2018,June,RODP01,SBD,Blowdry,SINEAD,50,0
6/2/2018,June,BANR01,SBD,Blowdry,BECKY,50,0
6/2/2018,June,WOOJ01,SBD,Blowdry,SINEAD,50,0
6/2/2018,June,DHAS01,SHCW,Women's hair cut,KELLY,55,0
6/2/2018,June,BUDG02,SHCM,Men's hair cut,SINEAD,55,0
6/2/2018,June,HUDM01,SBD,Blowdry,KELLY,55,0
6/2/2018,June,JAYM01,SHCW,Women's hair cut,KELLY,56.05,1
6/2/2018,June,YANJ01,SHCW,Women's hair cut,KELLY,56.05,1
6/2/2018,June,METJ01,SHCW,Women's hair cut,BECKY,60,0
6/2/2018,June,PEDM01,SHCW,Women's hair cut,BECKY,60,0
6/2/2018,June,HOFA01,SHCM,Men's hair cut,JJ,60,0
6/2/2018,June,RUMJ02,CTU,Color touch up,JOANNE,60,0
6/2/2018,June,VARL01,CFC,Color full color,KELLY,63.13,1
6/2/2018,June,PHIC01,SHCW,Women's hair cut,SINEAD,70,0
6/2/2018,June,CULT01,SHCW,Women's hair cut,SINEAD,70,0
6/2/2018,June,BANR01,CTU,Color touch up,JOANNE,70,0
6/2/2018,June,BROT01,SHCW,Women's hair cut,SINEAD,74.67,1
6/2/2018,June,VARL01,SHCW,Women's hair cut,KELLY,75,0
6/2/2018,June,MAF*01,SHCW,Women's hair cut,JJ,82,0
6/2/2018,June,MILE01,SHCW,Women's hair cut,SINEAD,90,0
6/2/2018,June,RUMJ02,SHCW,Women's hair cut,JJ,92,0
6/2/2018,June,SASM01,CBAL,Balayage,KELLY,155.56,1
6/2/2018,June,HUDM01,CHLPL,Highlights partial,JOANNE,160,0
6/2/2018,June,STUM01,CHLPHC,Partial highlights and color,JOANNE,160,0
6/2/2018,June,KIRR01,SHCM,Men's hair cut,BECKY,41.15,1
6/2/2018,June,OHLJ01,CFC,Color full color,JOANNE,77.06,1
6/3/2018,June,NELT01,SBD,Blowdry,BECKY,50,0
6/3/2018,June,MICM01,SHCW,Women's hair cut,BECKY,60,0
6/3/2018,June,INGS01,SHCW,Women's hair cut,BECKY,60,0
6/3/2018,June,COMJ01,SHCW,Women's hair cut,BECKY,60,0
6/3/2018,June,SENM01,SHCW,Women's hair cut,BECKY,80,0
6/3/2018,June,WONM02,SHCW,Women's hair cut,JJ,102,0
6/3/2018,June,CZES01,SMO,Smoothing treatment,BECKY,240,0
6/5/2018,June,AITS01,SHCM,Men's hair cut,JJ,40,0
6/5/2018,June,KUKK01,SBD,Blowdry,BECKY,45.26,1
6/5/2018,June,BROS01,SBD,Blowdry,BECKY,45.26,1
6/5/2018,June,HENB01,SHCM,Men's hair cut,JJ,49.48,1
6/5/2018,June,GRIP01,SHCM,Men's hair cut,BECKY,50,0
6/5/2018,June,YATT01,SHCM,Men's hair cut,BECKY,50,0
6/5/2018,June,WRI*01,SHCM,Men's hair cut,BECKY,50,0
6/5/2018,June,LEHJ01,SHCM,Men's hair cut,JJ,50,0
6/5/2018,June,FINW01,SHCM,Men's hair cut,BECKY,50,0
6/5/2018,June,TAGS02,SHCW,Women's hair cut,KELLY,56.05,1
6/5/2018,June,SIDA01,SHCW,Women's hair cut,BECKY,60,0
6/5/2018,June,THOW02,SHCM,Men's hair cut,JJ,60,0
6/5/2018,June,GORM01,CTU,Color touch up,JOANNE,60,0
6/5/2018,June,TAGS02,CFC,Color full color,KELLY,63.13,1
6/5/2018,June,GORM01,SHCW,Women's hair cut,KELLY,65,0
6/5/2018,June,BROA01,SHCW,Women's hair cut,BECKY,80,0
6/5/2018,June,HEIM01,SHCW,Women's hair cut,BECKY,80,0
6/5/2018,June,MARK01,SHCW,Women's hair cut,BECKY,80,0
6/5/2018,June,MARR01,SHCW,Women's hair cut,JJ,82,0
6/5/2018,June,MULN01,SDUD,Dry updo,JJ,88.67,1
6/5/2018,June,BOWV01,SHCW,Women's hair cut,JJ,102,0
6/5/2018,June,REDM01,SHCW,Women's hair cut,JJ,102,0
6/5/2018,June,CASH01,SHCW,Women's hair cut,JJ,102,0
6/5/2018,June,TRAS01,CHLPHC,Partial highlights and color,JOANNE,130,0
6/5/2018,June,DONB01,CHLPHC,Partial highlights and color,JOANNE,158.18,1
6/5/2018,June,ASIS01,SHCW,Women's hair cut,KELLY,56.05,1
6/5/2018,June,BISS01,SHCW,Women's hair cut,BECKY,67.84,1
6/5/2018,June,BISS01,CHLPL,Highlights partial,JOANNE,147.73,1
6/6/2018,June,CLAJ01,SBD,Blowdry,JJ,32,0
6/6/2018,June,VERD01,SHCM,Men's hair cut,KELLY,35,0
6/6/2018,June,AMAK01,SBD,Blowdry,KELLY,35,0
6/6/2018,June,WEES01,SHCM,Men's hair cut,JJ,40,0
6/6/2018,June,TRUA01,SHCM,Men's hair cut,JJ,40,0
6/6/2018,June,NGUJ01,SHCW,Women's hair cut,KELLY,45,0
6/6/2018,June,MCGA01,CAS,Color additional service,JOANNE,50,0
6/6/2018,June,HOLL01,SBD,Blowdry,JJ,52,0
6/6/2018,June,ANDE01,SHCW,Women's hair cut,KELLY,55,0
6/6/2018,June,LEEK01,SHCW,Women's hair cut,KELLY,55,0
6/6/2018,June,COLE01,SHCM,Men's hair cut,JJ,60,0
6/6/2018,June,COLB01,SHCM,Men's hair cut,JJ,60,0
6/6/2018,June,GRET01,SHCM,Men's hair cut,JJ,60,0
6/6/2018,June,NGUJ01,SMARTBOND,Smart Bond,KELLY,75,0
6/6/2018,June,FEDS01,SHCW,Women's hair cut,JJ,82,0
6/6/2018,June,CHRJ01,SHCW,Women's hair cut,JJ,82,0
6/6/2018,June,DANJ03,SHCW,Women's hair cut,JJ,82,0
6/6/2018,June,SCOL01,SHCW,Women's hair cut,JJ,90,0
6/6/2018,June,NGUJ01,CDPB,double process blonde,KELLY,115,1
6/6/2018,June,NGUJ01,CDPB,double process blonde,KELLY,180,0
6/7/2018,June,BIZK01,SBD,Blowdry,JJ,32,0
6/7/2018,June,KUKK01,SBD,Blowdry,JJ,42,0
6/7/2018,June,HERD01,SHCW,Women's hair cut,KELLY,45,0
6/7/2018,June,COLB01,SHCM,Men's hair cut,JJ,49.48,1
6/7/2018,June,NELT01,SBD,Blowdry,JJ,52,0
6/7/2018,June,WOOD02,SBD,Blowdry,JJ,52,0
6/7/2018,June,WOOJ01,SBD,Blowdry,JJ,52,0
6/7/2018,June,ALCV01,SHCW,Women's hair cut,KELLY,55,0
6/7/2018,June,CLUS01,SHCW,Women's hair cut,KELLY,55,0
6/7/2018,June,SWAM01,SHCW,Women's hair cut,KELLY,55,0
6/7/2018,June,BROF01,SBD,Blowdry,KELLY,55,0
6/7/2018,June,POLB01,SBD,Blowdry,KELLY,55,0
6/7/2018,June,ALCV01,CFC,Color full color,KELLY,63.13,1
6/7/2018,June,PENM01,CTU,Color touch up,JOANNE,70,0
6/7/2018,June,BROA01,CTU,Color touch up,JOANNE,70,0
6/7/2018,June,WINJ01,SHCW,Women's hair cut,JJ,82,0
6/7/2018,June,KOOM01,SHCW,Women's hair cut,JJ,102,0
6/7/2018,June,PENM01,SHCW,Women's hair cut,JJ,102,0
6/7/2018,June,BROF01,CALC,Accent lights and color,JOANNE,140,0
6/7/2018,June,WOOJ01,CALC,Accent lights and color,JOANNE,140,0
6/7/2018,June,KUKK01,CHLPL,Highlights partial,JOANNE,150,0
6/7/2018,June,APPS01,SBD,Blowdry,KELLY,45.64,1
6/8/2018,June,ARRM01,SBD,Blowdry,KELLY,45,0
6/8/2018,June,COLG01,SBD,Blowdry,JJ,52,0
6/8/2018,June,REIL01,SBD,Blowdry,JJ,52,0
6/8/2018,June,NGC01,SHCW,Women's hair cut,KELLY,55,0
6/8/2018,June,MERN01,SHCW,Women's hair cut,KELLY,55,0
6/8/2018,June,CALC01,SHCW,Women's hair cut,KELLY,55,0
6/8/2018,June,ZIMJ01,SHCM,Men's hair cut,JJ,60,0
6/8/2018,June,SINS01,SHCM,Men's hair cut,JJ,60,0
6/8/2018,June,MARO01,SDUD,Dry updo,KELLY,60,0
6/8/2018,June,LUL01,SHCW,Women's hair cut,KELLY,75,0
6/8/2018,June,ARRM01,CFC,Color full color,JOANNE,75,0
6/8/2018,June,CLAM01,SHCW,Women's hair cut,JJ,82,0
6/8/2018,June,MALJ01,SHCW,Women's hair cut,JJ,82,0
6/8/2018,June,STOK02,SHCW,Women's hair cut,JJ,82,0
6/8/2018,June,BEAA02,SHCW,Women's hair cut,JJ,82,0
6/8/2018,June,NICM01,SHCW,Women's hair cut,JJ,102,0
6/8/2018,June,SARK01,SHCW,Women's hair cut,JJ,102,0
6/8/2018,June,BOES01,CHLPL,Highlights partial,JOANNE,120,0
6/8/2018,June,BOES01,CHLPL,Highlights partial,JOANNE,147.73,1
6/8/2018,June,DUFD01,CON,Consultation,JJ,0,1
6/9/2018,June,PEDM01,CON,Consultation,JJ,0,0
6/9/2018,June,CHOT01,SMARTBOND,Smart Bond,KELLY,25,0
6/9/2018,June,OBRK01,SBD,Blowdry,KELLY,35,0
6/9/2018,June,CHOT01,SHCW,Women's hair cut,KELLY,45,0
6/9/2018,June,YANJ01,SHCW,Women's hair cut,KELLY,45,0
6/9/2018,June,CAND01,CCAMO,Men's camo color,JJ,45,0
6/9/2018,June,LEAS01,CTU,Color touch up,JOANNE,50,0
6/9/2018,June,HUDM01,SBD,Blowdry,JJ,52,0
6/9/2018,June,BAIS01,SHCW,Women's hair cut,KELLY,55,0
6/9/2018,June,CHAD01,SHCW,Women's hair cut,KELLY,56.05,1
6/9/2018,June,MARR02,SHCW,Women's hair cut,KELLY,56.05,1
6/9/2018,June,CAND01,SHCM,Men's hair cut,JJ,60,0
6/9/2018,June,KUZD01,CTU,Color touch up,JOANNE,60,0
6/9/2018,June,FRAL01,SHCW,Women's hair cut,KELLY,65,0
6/9/2018,June,KUZD01,SHCW,Women's hair cut,KELLY,65,0
6/9/2018,June,ERWS01,CTU,Color touch up,JOANNE,66.52,1
6/9/2018,June,KOSI01,CTU,Color touch up,JOANNE,70,0
6/9/2018,June,FRAL01,CFC,Color full color,JOANNE,75,0
6/9/2018,June,NEMM01,SHCW,Women's hair cut,JJ,82,0
6/9/2018,June,ERWS01,SHCW,Women's hair cut,JJ,88.44,1
6/9/2018,June,JASA01,SHCW,Women's hair cut,JJ,102,0
6/9/2018,June,KRIJ01,SHCW,Women's hair cut,JJ,102,0
6/9/2018,June,GALG01,SHCW,Women's hair cut,JJ,102,0
6/9/2018,June,KOSI01,SHCW,Women's hair cut,JJ,102,0
6/9/2018,June,CHAD01,CHLPL,Highlights partial,JOANNE,147.73,1
6/12/2018,June,ALCV01,SMARTBOND,Smart Bond,KELLY,25,0
6/12/2018,June,ALCV01,SMARTBOND,Smart Bond,KELLY,25,0
6/12/2018,June,SCHJ01,CCAMO,Men's camo color,JJ,32.08,1
6/12/2018,June,LEL01,SHCM,Men's hair cut,KELLY,35,0
6/12/2018,June,ALCV01,CT,Color toner,KELLY,45,0
6/12/2018,June,SCHJ01,SHCM,Men's hair cut,JJ,49.48,1
6/12/2018,June,PER*01,SBD,Blowdry,JJ,52,0
6/12/2018,June,NELT01,SBD,Blowdry,JJ,52,0
6/12/2018,June,MCCK01,SHCW,Women's hair cut,KELLY,55,0
6/12/2018,June,LEEP01,SHCM,Men's hair cut,JJ,60,0
6/12/2018,June,PIPJ01,SHCM,Men's hair cut,JJ,60,0
6/12/2018,June,MORB01,CTU,Color touch up,JOANNE,70,0
6/12/2018,June,KULR01,SHCW,Women's hair cut,KELLY,75,0
6/12/2018,June,DAJR01,CFC,Color full color,JOANNE,75,0
6/12/2018,June,TAYL02,SHCW,Women's hair cut,JJ,82,0
6/12/2018,June,DAJR01,SHCW,Women's hair cut,JJ,92,0
6/12/2018,June,GIAL01,SHCW,Women's hair cut,JJ,92,0
6/12/2018,June,MORB01,SHCW,Women's hair cut,JJ,102,0
6/12/2018,June,LINM02,SHCW,Women's hair cut,JJ,102,0
6/12/2018,June,GIAL01,CHLPL,Highlights partial,JOANNE,150,0
6/12/2018,June,CLAM01,CHLPHC,Partial highlights and color,JOANNE,160,0
6/12/2018,June,ALCV01,CBAL,Balayage,KELLY,170,0
6/13/2018,June,MAKP01,SHCM,Men's hair cut,KELLY,35,0
6/13/2018,June,WICJ01,SHCM,Men's hair cut,JJ,40,0
6/13/2018,June,BELK01,SHCW,Women's hair cut,KELLY,55,0
6/13/2018,June,ELSM01,SBD,Blowdry,KELLY,55,0
6/13/2018,June,WARN01,SHCM,Men's hair cut,JJ,60,0
6/13/2018,June,NEEL01,CTU,Color touch up,JOANNE,70,0
6/13/2018,June,LIND01,CFC,Color full color,JOANNE,75,0
6/13/2018,June,MINA01,SHCW,Women's hair cut,JJ,82,0
6/13/2018,June,COLJ02,SHCW,Women's hair cut,JJ,82,0
6/13/2018,June,LIND01,SHCW,Women's hair cut,JJ,92,0
6/13/2018,June,FELH01,SHCW,Women's hair cut,JJ,102,0
6/13/2018,June,NEEL01,SHCW,Women's hair cut,JJ,102,0
6/13/2018,June,SHIG01,SHCW,Women's hair cut,JJ,102,0
6/13/2018,June,SHIG01,CHLPL,Highlights partial,JOANNE,140,0
6/14/2018,June,CAYK01,TRE 1,Treatments 1,JOANNE,20,0
6/14/2018,June,STAD01,MISC,miscellaneous,KELLY,25,0
6/14/2018,June,TOMV01,SBD,Blowdry,JJ,32,0
6/14/2018,June,MCNR01,SHCM,Men's hair cut,KELLY,35,0
6/14/2018,June,?A01,SBD,Blowdry,KELLY,35,0
6/14/2018,June,FAUA01,SHCW,Women's hair cut,KELLY,45,0
6/14/2018,June,FAUA01,CT,Color toner,KELLY,45,0
6/14/2018,June,HOLL01,SBD,Blowdry,BECKY,45.26,1
6/14/2018,June,BROS01,SBD,Blowdry,BECKY,45.26,1
6/14/2018,June,SHAA01,SHCM,Men's hair cut,BECKY,50,0
6/14/2018,June,FLAD01,SHCM,Men's hair cut,BECKY,50,0
6/14/2018,June,KUKK01,SBD,Blowdry,BECKY,50,0
6/14/2018,June,CAYK01,SBD,Blowdry,JJ,52,0
6/14/2018,June,KUMA01,SHCW,Women's hair cut,KELLY,55,0
6/14/2018,June,DES01,SHCW,Women's hair cut,BECKY,60,0
6/14/2018,June,TSAR01,SHCM,Men's hair cut,JJ,60,0
6/14/2018,June,CAYK01,CTU,Color touch up,JOANNE,70,0
6/14/2018,June,MARA01,SHCW,Women's hair cut,BECKY,80,0
6/14/2018,June,HACL01,SHCW,Women's hair cut,JJ,82,0
6/14/2018,June,BOOR01,SHCW,Women's hair cut,JJ,82,0
6/14/2018,June,NOWT01,SHCW,Women's hair cut,JJ,102,0
6/14/2018,June,MACM01,CHLFH,Highlights full,JOANNE,140,0
6/14/2018,June,TAA01,CDPB,double process blonde,JOANNE,150,1
6/14/2018,June,WONM02,SBD5+1,Blow dry bundle 5+1,HOUSE,260,0
6/15/2018,June,CARK01,SBD,Blowdry,KELLY,35,0
6/15/2018,June,HUDM01,SBD,Blowdry,JJ,44.55,1
6/15/2018,June,HUDS01,SBD,Blowdry,JJ,44.55,1
6/15/2018,June,TAGS02,CTU,Color touch up,KELLY,45,0
6/15/2018,June,TAYR01,SHCM,Men's hair cut,JJ,49.48,1
6/15/2018,June,BRAN01,SHCM,Men's hair cut,BECKY,50,0
6/15/2018,June,KLEA01,SHCM,Men's hair cut,BECKY,50,0
6/15/2018,June,SPIJ01,SHCM,Men's hair cut,BECKY,50,0
6/15/2018,June,ALIA01,SHCM,Men's hair cut,BECKY,50,0
6/15/2018,June,COLG01,SBD,Blowdry,BECKY,50,0
6/15/2018,June,SIRM01,SBD,Blowdry,BECKY,50,0
6/15/2018,June,REIL01,SBD,Blowdry,BECKY,50,0
6/15/2018,June,HILJ01,SBD,Blowdry,BECKY,50,0
6/15/2018,June,YANC01,CTU,Color touch up,JOANNE,50,0
6/15/2018,June,DANJ03,SBD,Blowdry,JJ,52,0
6/15/2018,June,WIL*01,SBD,Blowdry,JJ,52,0
6/15/2018,June,WARG01,SBD,Blowdry,JJ,52,0
6/15/2018,June,CRAY01,SHCW,Women's hair cut,KELLY,55,0
6/15/2018,June,MACV01,SHCW,Women's hair cut,BECKY,60,0
6/15/2018,June,COLJ01,SHCM,Men's hair cut,JJ,60,0
6/15/2018,June,THOD01,SHCM,Men's hair cut,JJ,60,0
6/15/2018,June,MERN01,CFC,Color full color,KELLY,63.13,1
6/15/2018,June,TAGS02,SHCW,Women's hair cut,KELLY,65,0
6/15/2018,June,ROBT01,CTU,Color touch up,JOANNE,70,0
6/15/2018,June,HILJ01,CTU,Color touch up,JOANNE,70,0
6/15/2018,June,COOM01,SHCW,Women's hair cut,BECKY,80,0
6/15/2018,June,TINA02,SHCW,Women's hair cut,JJ,82,0
6/15/2018,June,VERR01,SHCW,Women's hair cut,JJ,82,0
6/15/2018,June,OSES01,SHCW,Women's hair cut,JJ,82,0
6/15/2018,June,HUDS01,CFC,Color full color,JOANNE,85,0
6/15/2018,June,TINA01,SHCW,Women's hair cut,JJ,102,0
6/15/2018,June,SCHC01,CALC,Accent lights and color,JOANNE,140,0
6/15/2018,June,HUDS01,CFC,Color full color,JJ,,1
6/16/2018,June,ROPR01,SMARTBOND,Smart Bond,KELLY,25,0
6/16/2018,June,MASR01,SBD,Blowdry,JJ,32,0
6/16/2018,June,MAXI01,SHCM,Men's hair cut,KELLY,35,0
6/16/2018,June,DEUD01,SHCW,Women's hair cut,KELLY,45,0
6/16/2018,June,SASA01,SHCW,Women's hair cut,KELLY,55,0
