booking_date,booking_date_raw,booking_date_month,client_code,service_code,service_desc,staff,price,canceled_yes_no
2018-05-23,20180523,May,MENE01,SHCW,Women's hair cut,SINEAD,74.67,1
2018-05-23,20180523,May,SAVC01,SHCW,Women's hair cut,JJ,82,0
2018-05-23,20180523,May,VELA01,SHCW,Women's hair cut,JJ,82,0
2018-05-23,20180523,May,GRIA01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-23,20180523,May,RICP01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-23,20180523,May,.L01,SHCW,Women's hair cut,JJ,92,0
2018-05-23,20180523,May,DOLD01,SHCW,Women's hair cut,JJ,102,0
2018-05-23,20180523,May,.L01,CHLPHC,Partial highlights and color,JOANNE,170,0
2018-05-24,20180524,May,THOJ01,TRE 1,Treatments 1,SINEAD,20,1
2018-05-24,20180524,May,HENA01,SMARTBOND,Smart Bond,JOANNE,20,0
2018-05-24,20180524,May,POLB01,SBD,Blowdry,BECKY,30,0
2018-05-24,20180524,May,AVPR01,SBD,Blowdry,BECKY,30,0
2018-05-24,20180524,May,MCCB01,SHCM,Men's hair cut,BECKY,50,0
2018-05-24,20180524,May,MAKM01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-24,20180524,May,BENC01,CFC,Color full color,JOANNE,65,0
2018-05-24,20180524,May,HENA01,SHCW,Women's hair cut,BECKY,70,0
2018-05-24,20180524,May,HOAB01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-24,20180524,May,THOJ01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-24,20180524,May,MOIB01,CTU,Color touch up,JOANNE,70,0
2018-05-24,20180524,May,HOLL01,CTU,Color touch up,JOANNE,70,0
2018-05-24,20180524,May,MASA01,CFC,Color full color,JOANNE,77.06,1
2018-05-24,20180524,May,MAPJ01,SHCW,Women's hair cut,JJ,82,0
2018-05-24,20180524,May,HIMB01,SHCW,Women's hair cut,JJ,82,0
2018-05-24,20180524,May,MOIB01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-24,20180524,May,HOLL01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-24,20180524,May,MOLA01,SHCW,Women's hair cut,JJ,102,0
2018-05-24,20180524,May,RUTA01,SHCW,Women's hair cut,JJ,102,0
2018-05-24,20180524,May,HENA01,CALC,Accent lights and color,JOANNE,130,0
2018-05-24,20180524,May,RUTA01,CALC,Accent lights and color,JOANNE,140,0
2018-05-24,20180524,May,JOHJ01,CHLPL,Highlights partial,JOANNE,160,0
2018-05-25,20180525,May,INFB01,CON,Consultation,KELLY,0,0
2018-05-25,20180525,May,APTM01,SHCM,Men's hair cut,JJ,30,0
2018-05-25,20180525,May,CARK01,SBD,Blowdry,KELLY,35,0
2018-05-25,20180525,May,WEIS01,SHCM,Men's hair cut,JJ,40,0
2018-05-25,20180525,May,CARK01,CTU,Color touch up,KELLY,40,0
2018-05-25,20180525,May,KLEA01,SHCM,Men's hair cut,BECKY,50,0
2018-05-25,20180525,May,SIRM01,SBD,Blowdry,BECKY,50,0
2018-05-25,20180525,May,PENM01,SBD,Blowdry,BECKY,50,0
2018-05-25,20180525,May,PENM01,CMT,Color mini touch up,JOANNE,50,0
2018-05-25,20180525,May,HUDM01,SBD,Blowdry,JJ,52,0
2018-05-25,20180525,May,IADA01,SHCW,Women's hair cut,KELLY,55,0
2018-05-25,20180525,May,MER*01,SHCW,Women's hair cut,KELLY,55,0
2018-05-25,20180525,May,HIGA01,SHCW,Women's hair cut,KELLY,55,0
2018-05-25,20180525,May,KASJ01,SHCW,Women's hair cut,BECKY,60,0
2018-05-25,20180525,May,LYOH01,SHCW,Women's hair cut,BECKY,60,0
2018-05-25,20180525,May,COWS01,SHCW,Women's hair cut,BECKY,60,0
2018-05-25,20180525,May,GUBD01,SHCM,Men's hair cut,JJ,60,0
2018-05-25,20180525,May,CARS01,SHCW,Women's hair cut,BECKY,67.84,1
2018-05-25,20180525,May,DORR01,SHCW,Women's hair cut,JJ,82,0
2018-05-25,20180525,May,KINN01,SHCW,Women's hair cut,JJ,102,0
2018-05-25,20180525,May,WYRC01,SHCW,Women's hair cut,JJ,102,0
2018-05-25,20180525,May,WAGW01,SHCM,Men's hair cut,KELLY,38.8,1
2018-05-26,20180526,May,KRAV01,SMARTBOND,Smart Bond,KELLY,25,0
2018-05-26,20180526,May,RADP01,SHCM,Men's hair cut,KELLY,35,0
2018-05-26,20180526,May,BRAN01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-26,20180526,May,FIGM01,CTU,Color touch up,KELLY,45,0
2018-05-26,20180526,May,SASM01,CT,Color toner,KELLY,45,0
2018-05-26,20180526,May,SKUD01,SBD,Blowdry,BECKY,45.26,1
2018-05-26,20180526,May,HUDM01,SBD,Blowdry,BECKY,45.26,1
2018-05-26,20180526,May,RODP01,SBD,Blowdry,SINEAD,50,0
2018-05-26,20180526,May,HILJ01,SBD,Blowdry,SINEAD,50,0
2018-05-26,20180526,May,NELT01,SBD,Blowdry,SINEAD,50,0
2018-05-26,20180526,May,BROS01,SBD,Blowdry,BECKY,50,0
2018-05-26,20180526,May,COLG01,SBD,Blowdry,BECKY,50,0
2018-05-26,20180526,May,SPEK01,CTU,Color touch up,JOANNE,50,0
2018-05-26,20180526,May,COLG01,CMT,Color mini touch up,JOANNE,50,0
2018-05-26,20180526,May,WOOJ01,SBD,Blowdry,JJ,52,0
2018-05-26,20180526,May,WONM02,SBD,Blowdry,JJ,52,0
2018-05-26,20180526,May,SASM01,SHCW,Women's hair cut,KELLY,55,0
2018-05-26,20180526,May,ARRM01,SBD,Blowdry,KELLY,55,0
2018-05-26,20180526,May,PATB01,SHCW,Women's hair cut,BECKY,60,0
2018-05-26,20180526,May,BERI01,SHCM,Men's hair cut,JJ,60,0
2018-05-26,20180526,May,RETM01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-26,20180526,May,KRAV01,SHCW,Women's hair cut,KELLY,75,0
2018-05-26,20180526,May,FLAS01,CFC,Color full color,JOANNE,75,0
2018-05-26,20180526,May,FLAS01,SHCW,Women's hair cut,SINEAD,80,0
2018-05-26,20180526,May,FLAC01,SHCW,Women's hair cut,SINEAD,80,0
2018-05-26,20180526,May,KRAV01,CDPB,double process blonde,KELLY,80,0
2018-05-26,20180526,May,WILT01,SHCW,Women's hair cut,JJ,82,0
2018-05-26,20180526,May,LANI01,SHCW,Women's hair cut,JJ,82,0
2018-05-26,20180526,May,MAUA01,SHCW,Women's hair cut,JJ,82,0
2018-05-26,20180526,May,HENI01,SHCW,Women's hair cut,JJ,102,0
2018-05-26,20180526,May,FLAC01,CHLFH,Highlights full,JOANNE,170,0
2018-05-26,20180526,May,HENI01,CBAL,Balayage,JOANNE,180,0
2018-05-29,20180529,May,HILD01,SMARTBOND,Smart Bond,JOANNE,5,0
2018-05-29,20180529,May,LEB01,SMARTBOND,Smart Bond,KELLY,25,0
2018-05-29,20180529,May,STEL02,SHCM,Men's hair cut,BECKY,30,0
2018-05-29,20180529,May,BUFJ01,SHCM,Men's hair cut,BECKY,30,0
2018-05-29,20180529,May,ANDM01,SHCM,Men's hair cut,BECKY,30,0
2018-05-29,20180529,May,VANJ01,SHCC,Children (under 12),BECKY,30,0
2018-05-29,20180529,May,MULN01,SBD,Blowdry,JJ,32,0
2018-05-29,20180529,May,BUFW01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-29,20180529,May,LAWJ01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-29,20180529,May,STEM02,SHCM,Men's hair cut,JJ,40,0
2018-05-29,20180529,May,ZUKS01,SHCM,Men's hair cut,BECKY,41.15,1
2018-05-29,20180529,May,LEB01,SHCW,Women's hair cut,KELLY,45,0
2018-05-29,20180529,May,STEJ01,CT,Color toner,KELLY,45,0
2018-05-29,20180529,May,SCHJ01,CCAMO,Men's camo color,JJ,45,0
2018-05-29,20180529,May,NELT01,SBD,Blowdry,SINEAD,45.11,1
2018-05-29,20180529,May,HILD01,SBD,Blowdry,BECKY,45.26,1
2018-05-29,20180529,May,WALC01,SBD,Blowdry,BECKY,45.26,1
2018-05-29,20180529,May,SCHJ01,SHCM,Men's hair cut,JJ,49.48,1
2018-05-29,20180529,May,ZUKS01,SHCM,Men's hair cut,BECKY,50,0
2018-05-29,20180529,May,STEJ01,SHCW,Women's hair cut,KELLY,55,0
2018-05-29,20180529,May,THOA01,SHCW,Women's hair cut,KELLY,55,0
2018-05-29,20180529,May,OWED01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-29,20180529,May,JOHD01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-29,20180529,May,AYKS01,SHCW,Women's hair cut,KELLY,65,0
2018-05-29,20180529,May,WALC01,CFC,Color full color,JOANNE,65,0
2018-05-29,20180529,May,STEJ01,CFC,Color full color,KELLY,65,0
2018-05-29,20180529,May,DAWP01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-29,20180529,May,DODK01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-29,20180529,May,KEN*01,SHCW,Women's hair cut,SINEAD,74.67,1
2018-05-29,20180529,May,KEIS01,SHCW,Women's hair cut,BECKY,80,0
2018-05-29,20180529,May,ROWD01,SHCW,Women's hair cut,BECKY,80,0
2018-05-29,20180529,May,DHAL01,SHCW,Women's hair cut,JJ,82,0
2018-05-29,20180529,May,KEN*01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-29,20180529,May,PUGS01,SHCW,Women's hair cut,JJ,92,0
2018-05-29,20180529,May,WEIA01,SHCW,Women's hair cut,JJ,102,0
2018-05-29,20180529,May,PUGS01,CALC,Accent lights and color,JOANNE,130,0
2018-05-29,20180529,May,AYKS01,CHLPL,Highlights partial,JOANNE,135,0
2018-05-29,20180529,May,HILD01,CHLPHC,Partial highlights and color,JOANNE,180,0
2018-05-29,20180529,May,KEN*01,CBAL,Balayage,JOANNE,192.5,1
2018-05-30,20180530,May,FREJ01,SHCM,Men's hair cut,BECKY,30,0
2018-05-30,20180530,May,MORD01,SHCM,Men's hair cut,KELLY,35,0
2018-05-30,20180530,May,HOUC01,SHCW,Women's hair cut,KELLY,45,0
2018-05-30,20180530,May,POTR01,SHCM,Men's hair cut,JJ,49.48,1
2018-05-30,20180530,May,KUKK01,SBD,Blowdry,SINEAD,50,0
2018-05-30,20180530,May,SPRK01,SBD,Blowdry,BECKY,50,0
2018-05-30,20180530,May,DACJ01,SBD,Blowdry,SINEAD,50,0
2018-05-30,20180530,May,NELT01,SBD,Blowdry,SINEAD,50,0
2018-05-30,20180530,May,BREM01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-30,20180530,May,GALB01,SHCM,Men's hair cut,JJ,60,0
2018-05-30,20180530,May,SLEA01,SHCM,Men's hair cut,JJ,60,0
2018-05-30,20180530,May,MAEJ01,CTU,Color touch up,JOANNE,60,0
2018-05-30,20180530,May,CHUH01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-30,20180530,May,MOIB01,SHCW,Women's hair cut,SINEAD,74.67,1
2018-05-30,20180530,May,MOHR01,SHCW,Women's hair cut,KELLY,75,0
2018-05-30,20180530,May,DEK01,SHCW,Women's hair cut,JJ,82,0
2018-05-30,20180530,May,BALJ01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-30,20180530,May,BOSJ01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-30,20180530,May,JOHJ01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-30,20180530,May,MAEJ01,SHCW,Women's hair cut,JJ,92,0
2018-05-30,20180530,May,ESKR01,SHCW,Women's hair cut,JJ,102,0
2018-05-30,20180530,May,SPRK01,CHLPHC,Partial highlights and color,JOANNE,180,0
2018-05-30,20180530,May,BROS01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0
2018-05-30,20180530,May,BOYL01,CON,Consultation,SINEAD,8.33,1
2018-05-31,20180531,May,COWS01,TRE 1,Treatments 1,JOANNE,5,0
2018-05-31,20180531,May,OGRS01,SMARTBOND,Smart Bond,JOANNE,25,0
2018-05-31,20180531,May,PAUB01,SMARTBOND,Smart Bond,KELLY,30,0
2018-05-31,20180531,May,STEK01,SBD,Blowdry,BECKY,30,0
2018-05-31,20180531,May,MACK01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-31,20180531,May,STED01,SBD,Blowdry,KELLY,35,0
2018-05-31,20180531,May,HAMN01,SBD,Blowdry,BECKY,40,0
2018-05-31,20180531,May,JOHD01,SHCM,Men's hair cut,SINEAD,41.41,1
2018-05-31,20180531,May,PAUB01,CT,Color toner,KELLY,45,0
2018-05-31,20180531,May,HOLL01,SBD,Blowdry,SINEAD,45.11,1
2018-05-31,20180531,May,HILD01,SBD,Blowdry,KELLY,45.64,1
2018-05-31,20180531,May,DOWR01,SBD,Blowdry,KELLY,45.64,1
2018-05-31,20180531,May,REIM01,SHCM,Men's hair cut,BECKY,50,0
2018-05-31,20180531,May,HOLL01,SBD,Blowdry,SINEAD,50,0
2018-05-31,20180531,May,CHUJ01,SBD,Blowdry,SINEAD,50,0
2018-05-31,20180531,May,ELSM01,SBD,Blowdry,BECKY,50,0
2018-05-31,20180531,May,DOWR01,SBD,Blowdry,JJ,52,0
2018-05-31,20180531,May,LEEJ01,SHCW,Women's hair cut,KELLY,55,0
2018-05-31,20180531,May,IRWE01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-31,20180531,May,LYNG01,SHCM,Men's hair cut,JJ,60,0
2018-05-31,20180531,May,WAIS01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-31,20180531,May,IRWE01,CTU,Color touch up,JOANNE,70,0
2018-05-31,20180531,May,HOLG01,SHCW,Women's hair cut,KELLY,75,0
2018-05-31,20180531,May,HAMN01,CFC,Color full color,JOANNE,75,0
2018-05-31,20180531,May,CORS02,SHCW,Women's hair cut,BECKY,80,0
2018-05-31,20180531,May,PER*01,SHCW,Women's hair cut,JJ,82,0
2018-05-31,20180531,May,SMIC01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-31,20180531,May,YOUS01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-31,20180531,May,WILS01,SHCW,Women's hair cut,JJ,102,0
2018-05-31,20180531,May,LEVL01,SHCW,Women's hair cut,JJ,102,0
2018-05-31,20180531,May,GELK01,SHCW,Women's hair cut,JJ,102,0
2018-05-31,20180531,May,MCGA01,SHCW,Women's hair cut,JJ,102,0
2018-05-31,20180531,May,YOUS01,CALC,Accent lights and color,JOANNE,140,0
2018-05-31,20180531,May,OGRS01,CDPB,double process blonde,JOANNE,150,0
2018-05-31,20180531,May,PAUB01,CBAL,Balayage,KELLY,150,0
2018-05-31,20180531,May,PAUB01,CBAL,Balayage,KELLY,155.56,1
2018-05-31,20180531,May,HILD01,CHLPHC,Partial highlights and color,JOANNE,158.18,1
2018-05-31,20180531,May,HOLL01,CHLPHC,Partial highlights and color,JOANNE,158.18,1
2018-05-31,20180531,May,COWS01,CBAL,Balayage,JOANNE,200,0
2018-05-31,20180531,May,BISD01,CON,Consultation,SINEAD,8.33,1
2018-05-31,20180531,May,ERWS01,CON,Consultation,JJ,0,1
2018-05-31,20180531,May,MANL01,CON,Consultation,SINEAD,8.33,1
2018-06-01,20180601,June,NADS01,SHCW,Women's hair cut,JJ,42,0
2018-06-01,20180601,June,STEB01,SHCM,Men's hair cut,BECKY,50,0
2018-06-01,20180601,June,NICP01,SHCM,Men's hair cut,BECKY,50,0
2018-06-01,20180601,June,SIRM01,SBD,Blowdry,BECKY,50,0
2018-06-01,20180601,June,NADS01,SBD,Blowdry,KELLY,50,0
2018-06-01,20180601,June,FZUA01,SHCW,Women's hair cut,BECKY,60,0
2018-06-01,20180601,June,PAIK01,SHCW,Women's hair cut,BECKY,60,0
2018-06-01,20180601,June,MCLI01,SHCM,Men's hair cut,JJ,60,0
2018-06-01,20180601,June,SCHP01,SHCW,Women's hair cut,BECKY,70,0
2018-06-01,20180601,June,MUMK01,CTU,Color touch up,JOANNE,70,0
2018-06-01,20180601,June,MUMK01,SHCW,Women's hair cut,JJ,75,0
2018-06-01,20180601,June,NADS01,CFC,Color full color,JOANNE,75,0
2018-06-01,20180601,June,GOUE01,SHCW,Women's hair cut,BECKY,80,0
2018-06-01,20180601,June,GOSD01,SHCW,Women's hair cut,JJ,82,0
2018-06-01,20180601,June,KINN01,SHCW,Women's hair cut,JJ,88.44,1
2018-06-01,20180601,June,JARM01,SHCW,Women's hair cut,JJ,102,0
2018-06-01,20180601,June,PUGS01,SDUD,Dry updo,JJ,102,0
2018-06-01,20180601,June,SCHP01,CALC,Accent lights and color,JOANNE,110,0
2018-06-01,20180601,June,DONB01,SMO,Smoothing treatment,BECKY,270,1
2018-06-01,20180601,June,CYRA01,CON,Consultation,BECKY,0,1
2018-06-02,20180602,June,IRWE01,CON,Consultation,JOANNE,0,1
2018-06-02,20180602,June,MAEJ01,CFC,Color full color,BECKY,0,1
2018-06-02,20180602,June,METJ01,TRE 1,Treatments 1,BECKY,20,0
2018-06-02,20180602,June,RODP01,TRE 1,Treatments 1,SINEAD,20,0
2018-06-02,20180602,June,PEDM02,SHCM,Men's hair cut,BECKY,30,0
2018-06-02,20180602,June,ABLD01,SHCM,Men's hair cut,BECKY,30,0
2018-06-02,20180602,June,FERK01,SBD,Blowdry,JJ,32,0
2018-06-02,20180602,June,BURK01,SBD,Blowdry,KELLY,35,0
2018-06-02,20180602,June,PURD01,SHCM,Men's hair cut,JJ,40,0
2018-06-02,20180602,June,JAYM01,CT,Color toner,KELLY,43,1
2018-06-02,20180602,June,VARL01,CTU,Color touch up,KELLY,45,0
2018-06-02,20180602,June,SKUD01,SBD,Blowdry,BECKY,50,0
2018-06-02,20180602,June,RODP01,SBD,Blowdry,SINEAD,50,0
2018-06-02,20180602,June,BANR01,SBD,Blowdry,BECKY,50,0
2018-06-02,20180602,June,WOOJ01,SBD,Blowdry,SINEAD,50,0
2018-06-02,20180602,June,DHAS01,SHCW,Women's hair cut,KELLY,55,0
2018-06-02,20180602,June,BUDG02,SHCM,Men's hair cut,SINEAD,55,0
2018-06-02,20180602,June,HUDM01,SBD,Blowdry,KELLY,55,0
2018-06-02,20180602,June,JAYM01,SHCW,Women's hair cut,KELLY,56.05,1
2018-06-02,20180602,June,YANJ01,SHCW,Women's hair cut,KELLY,56.05,1
2018-06-02,20180602,June,METJ01,SHCW,Women's hair cut,BECKY,60,0
2018-06-02,20180602,June,PEDM01,SHCW,Women's hair cut,BECKY,60,0
2018-06-02,20180602,June,HOFA01,SHCM,Men's hair cut,JJ,60,0
2018-06-02,20180602,June,RUMJ02,CTU,Color touch up,JOANNE,60,0
2018-06-02,20180602,June,VARL01,CFC,Color full color,KELLY,63.13,1
2018-06-02,20180602,June,PHIC01,SHCW,Women's hair cut,SINEAD,70,0
2018-06-02,20180602,June,CULT01,SHCW,Women's hair cut,SINEAD,70,0
2018-06-02,20180602,June,BANR01,CTU,Color touch up,JOANNE,70,0
2018-06-02,20180602,June,BROT01,SHCW,Women's hair cut,SINEAD,74.67,1
2018-06-02,20180602,June,VARL01,SHCW,Women's hair cut,KELLY,75,0
2018-06-02,20180602,June,MAF*01,SHCW,Women's hair cut,JJ,82,0
2018-06-02,20180602,June,MILE01,SHCW,Women's hair cut,SINEAD,90,0
2018-06-02,20180602,June,RUMJ02,SHCW,Women's hair cut,JJ,92,0
2018-06-02,20180602,June,SASM01,CBAL,Balayage,KELLY,155.56,1
2018-06-02,20180602,June,HUDM01,CHLPL,Highlights partial,JOANNE,160,0
2018-06-02,20180602,June,STUM01,CHLPHC,Partial highlights and color,JOANNE,160,0
2018-06-02,20180602,June,KIRR01,SHCM,Men's hair cut,BECKY,41.15,1
2018-06-02,20180602,June,OHLJ01,CFC,Color full color,JOANNE,77.06,1
2018-06-03,20180603,June,NELT01,SBD,Blowdry,BECKY,50,0
2018-06-03,20180603,June,MICM01,SHCW,Women's hair cut,BECKY,60,0
2018-06-03,20180603,June,INGS01,SHCW,Women's hair cut,BECKY,60,0
2018-06-03,20180603,June,COMJ01,SHCW,Women's hair cut,BECKY,60,0
2018-06-03,20180603,June,SENM01,SHCW,Women's hair cut,BECKY,80,0
2018-06-03,20180603,June,WONM02,SHCW,Women's hair cut,JJ,102,0
2018-06-03,20180603,June,CZES01,SMO,Smoothing treatment,BECKY,240,0
2018-06-05,20180605,June,AITS01,SHCM,Men's hair cut,JJ,40,0
2018-06-05,20180605,June,KUKK01,SBD,Blowdry,BECKY,45.26,1
2018-06-05,20180605,June,BROS01,SBD,Blowdry,BECKY,45.26,1
2018-06-05,20180605,June,HENB01,SHCM,Men's hair cut,JJ,49.48,1
2018-06-05,20180605,June,GRIP01,SHCM,Men's hair cut,BECKY,50,0
2018-06-05,20180605,June,YATT01,SHCM,Men's hair cut,BECKY,50,0
2018-06-05,20180605,June,WRI*01,SHCM,Men's hair cut,BECKY,50,0
2018-06-05,20180605,June,LEHJ01,SHCM,Men's hair cut,JJ,50,0
2018-06-05,20180605,June,FINW01,SHCM,Men's hair cut,BECKY,50,0
2018-06-05,20180605,June,TAGS02,SHCW,Women's hair cut,KELLY,56.05,1
2018-06-05,20180605,June,SIDA01,SHCW,Women's hair cut,BECKY,60,0
2018-06-05,20180605,June,THOW02,SHCM,Men's hair cut,JJ,60,0
2018-06-05,20180605,June,GORM01,CTU,Color touch up,JOANNE,60,0
2018-06-05,20180605,June,TAGS02,CFC,Color full color,KELLY,63.13,1
2018-06-05,20180605,June,GORM01,SHCW,Women's hair cut,KELLY,65,0
2018-06-05,20180605,June,BROA01,SHCW,Women's hair cut,BECKY,80,0
2018-06-05,20180605,June,HEIM01,SHCW,Women's hair cut,BECKY,80,0
2018-06-05,20180605,June,MARK01,SHCW,Women's hair cut,BECKY,80,0
2018-06-05,20180605,June,MARR01,SHCW,Women's hair cut,JJ,82,0
2018-06-05,20180605,June,MULN01,SDUD,Dry updo,JJ,88.67,1
2018-06-05,20180605,June,BOWV01,SHCW,Women's hair cut,JJ,102,0
2018-06-05,20180605,June,REDM01,SHCW,Women's hair cut,JJ,102,0
2018-06-05,20180605,June,CASH01,SHCW,Women's hair cut,JJ,102,0
2018-06-05,20180605,June,TRAS01,CHLPHC,Partial highlights and color,JOANNE,130,0
2018-06-05,20180605,June,DONB01,CHLPHC,Partial highlights and color,JOANNE,158.18,1
2018-06-05,20180605,June,ASIS01,SHCW,Women's hair cut,KELLY,56.05,1
2018-06-05,20180605,June,BISS01,SHCW,Women's hair cut,BECKY,67.84,1
2018-06-05,20180605,June,BISS01,CHLPL,Highlights partial,JOANNE,147.73,1
2018-06-06,20180606,June,CLAJ01,SBD,Blowdry,JJ,32,0
2018-06-06,20180606,June,VERD01,SHCM,Men's hair cut,KELLY,35,0
2018-06-06,20180606,June,AMAK01,SBD,Blowdry,KELLY,35,0
2018-06-06,20180606,June,WEES01,SHCM,Men's hair cut,JJ,40,0
2018-06-06,20180606,June,TRUA01,SHCM,Men's hair cut,JJ,40,0
2018-06-06,20180606,June,NGUJ01,SHCW,Women's hair cut,KELLY,45,0
2018-06-06,20180606,June,MCGA01,CAS,Color additional service,JOANNE,50,0
2018-06-06,20180606,June,HOLL01,SBD,Blowdry,JJ,52,0
2018-06-06,20180606,June,ANDE01,SHCW,Women's hair cut,KELLY,55,0
2018-06-06,20180606,June,LEEK01,SHCW,Women's hair cut,KELLY,55,0
2018-06-06,20180606,June,COLE01,SHCM,Men's hair cut,JJ,60,0
2018-06-06,20180606,June,COLB01,SHCM,Men's hair cut,JJ,60,0
2018-06-06,20180606,June,GRET01,SHCM,Men's hair cut,JJ,60,0
2018-06-06,20180606,June,NGUJ01,SMARTBOND,Smart Bond,KELLY,75,0
2018-06-06,20180606,June,FEDS01,SHCW,Women's hair cut,JJ,82,0
2018-06-06,20180606,June,CHRJ01,SHCW,Women's hair cut,JJ,82,0
2018-06-06,20180606,June,DANJ03,SHCW,Women's hair cut,JJ,82,0
2018-06-06,20180606,June,SCOL01,SHCW,Women's hair cut,JJ,90,0
2018-06-06,20180606,June,NGUJ01,CDPB,double process blonde,KELLY,115,1
2018-06-06,20180606,June,NGUJ01,CDPB,double process blonde,KELLY,180,0
2018-06-07,20180607,June,BIZK01,SBD,Blowdry,JJ,32,0
2018-06-07,20180607,June,KUKK01,SBD,Blowdry,JJ,42,0
2018-06-07,20180607,June,HERD01,SHCW,Women's hair cut,KELLY,45,0
2018-06-07,20180607,June,COLB01,SHCM,Men's hair cut,JJ,49.48,1
2018-06-07,20180607,June,NELT01,SBD,Blowdry,JJ,52,0
2018-06-07,20180607,June,WOOD02,SBD,Blowdry,JJ,52,0
2018-06-07,20180607,June,WOOJ01,SBD,Blowdry,JJ,52,0
2018-06-07,20180607,June,ALCV01,SHCW,Women's hair cut,KELLY,55,0
2018-06-07,20180607,June,CLUS01,SHCW,Women's hair cut,KELLY,55,0
2018-06-07,20180607,June,SWAM01,SHCW,Women's hair cut,KELLY,55,0
2018-06-07,20180607,June,BROF01,SBD,Blowdry,KELLY,55,0
2018-06-07,20180607,June,POLB01,SBD,Blowdry,KELLY,55,0
2018-06-07,20180607,June,ALCV01,CFC,Color full color,KELLY,63.13,1
2018-06-07,20180607,June,PENM01,CTU,Color touch up,JOANNE,70,0
2018-06-07,20180607,June,BROA01,CTU,Color touch up,JOANNE,70,0
2018-06-07,20180607,June,WINJ01,SHCW,Women's hair cut,JJ,82,0
2018-06-07,20180607,June,KOOM01,SHCW,Women's hair cut,JJ,102,0
2018-06-07,20180607,June,PENM01,SHCW,Women's hair cut,JJ,102,0
2018-06-07,20180607,June,BROF01,CALC,Accent lights and color,JOANNE,140,0
2018-06-07,20180607,June,WOOJ01,CALC,Accent lights and color,JOANNE,140,0
2018-06-07,20180607,June,KUKK01,CHLPL,Highlights partial,JOANNE,150,0
2018-06-07,20180607,June,APPS01,SBD,Blowdry,KELLY,45.64,1
2018-06-08,20180608,June,ARRM01,SBD,Blowdry,KELLY,45,0
2018-06-08,20180608,June,COLG01,SBD,Blowdry,JJ,52,0
2018-06-08,20180608,June,REIL01,SBD,Blowdry,JJ,52,0
2018-06-08,20180608,June,NGC01,SHCW,Women's hair cut,KELLY,55,0
2018-06-08,20180608,June,MERN01,SHCW,Women's hair cut,KELLY,55,0
2018-06-08,20180608,June,CALC01,SHCW,Women's hair cut,KELLY,55,0
2018-06-08,20180608,June,ZIMJ01,SHCM,Men's hair cut,JJ,60,0
2018-06-08,20180608,June,SINS01,SHCM,Men's hair cut,JJ,60,0
2018-06-08,20180608,June,MARO01,SDUD,Dry updo,KELLY,60,0
2018-06-08,20180608,June,LUL01,SHCW,Women's hair cut,KELLY,75,0
2018-06-08,20180608,June,ARRM01,CFC,Color full color,JOANNE,75,0
2018-06-08,20180608,June,CLAM01,SHCW,Women's hair cut,JJ,82,0
2018-06-08,20180608,June,MALJ01,SHCW,Women's hair cut,JJ,82,0
2018-06-08,20180608,June,STOK02,SHCW,Women's hair cut,JJ,82,0
2018-06-08,20180608,June,BEAA02,SHCW,Women's hair cut,JJ,82,0
2018-06-08,20180608,June,NICM01,SHCW,Women's hair cut,JJ,102,0
2018-06-08,20180608,June,SARK01,SHCW,Women's hair cut,JJ,102,0
2018-06-08,20180608,June,BOES01,CHLPL,Highlights partial,JOANNE,120,0
2018-06-08,20180608,June,BOES01,CHLPL,Highlights partial,JOANNE,147.73,1
2018-06-08,20180608,June,DUFD01,CON,Consultation,JJ,0,1
2018-06-09,20180609,June,PEDM01,CON,Consultation,JJ,0,0
2018-06-09,20180609,June,CHOT01,SMARTBOND,Smart Bond,KELLY,25,0
2018-06-09,20180609,June,OBRK01,SBD,Blowdry,KELLY,35,0
2018-06-09,20180609,June,CHOT01,SHCW,Women's hair cut,KELLY,45,0
2018-06-09,20180609,June,YANJ01,SHCW,Women's hair cut,KELLY,45,0
